출발지,도착지,소요시간(분)
나가이 공원,Hep Five,31
나가이 공원,기시와다성,55
나가이 공원,국립국제미술관,31
나가이 공원,다카시마야 오사카점,19
나가이 공원,우쓰보 공원,25
나가이 공원,국립문락극장,22
나가이 공원,우메다 공중정원,37
나가이 공원,오사카 성 공원,42
나가이 공원,오사카 성 천수각,44
나가이 공원,덴시바,14
나가이 공원,오사카시립 나가이 식물원,0
나가이 공원,소라니와 온천 오사카베이타워,30
나가이 공원,오사카 과학기술관,27
나가이 공원,태양의 탑,69
나가이 공원,오사카시 중앙공회당,31
나가이 공원,Diamor 오사카(지하),31
나가이 공원,오사카 국제공항,49
나가이 공원,메이드리밍 오사카 난바점,24
아메리카무라,도톤보리,0
아메리카무라,오사카 성,34
아메리카무라,아키바 카트 오사카,19
아메리카무라,오사카 역사 박물관,21
아메리카무라,우메다 스카이빌딩,24
아메리카무라,에비스 다리,0
아메리카무라,하루카스 300,17
아메리카무라,유니버셜 스튜디오 재팬,29
아메리카무라,신사이바시스지 상점가,14
아메리카무라,아베노 하루카스,17
아메리카무라,헵파이브 대관람차,23
아메리카무라,오사카 시립 주택 박물관,23
아메리카무라,덴포잔 대관람차,18
아메리카무라,구로몬시장,15
아메리카무라,신세카이 혼도리 상점가,19
아메리카무라,쓰텐카쿠,19
아메리카무라,덴덴타운 닛폰바시전기가,19
아메리카무라,신우메다 시티,26
아메리카무라,도톤보리 글리코 사인,0
아메리카무라,톤보리 리버 크류즈,0
아메리카무라,스파월드,15
아메리카무라,그랜드 프론트 오사카,17
아메리카무라,오사카 스테이션 시티,15
아메리카무라,해유관,32
아메리카무라,덴포잔 하버 빌리지,31
아메리카무라,오사카 이쿠노 코리아타운,28
아메리카무라,덴노지동물원,20
아메리카무라,모마 사쿠라노미야 공원,29
아메리카무라,조폐박물관,30
아메리카무라,시텐노지,24
아메리카무라,Hozenji Yokocho,0
아메리카무라,더 심포니홀,30
아메리카무라,오사카 텐만구 신사,21
아메리카무라,천연 노천온천 스파 스미노에,33
아메리카무라,스미요시 타이샤,35
아메리카무라,텐로쿠 상점가 진흥조합 사무소,24
아메리카무라,일본민가취락박물관,45
아메리카무라,난바 시티 본관,10
아메리카무라,나가이 공원,24
아메리카무라,키즈프라자 오사카,22
아메리카무라,난바 파크스,11
아메리카무라,다이마루 백화점 신사이바시점,0
아메리카무라,나카노시마 장미 정원,18
아메리카무라,호젠지,0
아메리카무라,오사카 부 사키시마청사 전망대,36
아메리카무라,센니치마에 도구야스지 상점가,12
아메리카무라,오사카 컵라면박물관,45
아메리카무라,니시노마루 정원,29
아메리카무라,한큐백화점,15
아메리카무라,돈키호테 도톤보리점,0
아메리카무라,교세라 돔 오사카,19
아메리카무라,타카무라 와인 & 커피 로스터스,20
아메리카무라,ABENO HARUKAS Art Museum,22
아메리카무라,레고랜드 디스커버리센터 오사카,31
아메리카무라,한큐 3번가,17
아메리카무라,오사카 수상버스 아쿠아라이너,28
아메리카무라,Takimikoji,26
아메리카무라,천연온천 나니와노유,28
아메리카무라,요시모토 난바그랜드카게쓰 극장,12
아메리카무라,난바 워크,0
아메리카무라,반파쿠기넨코엔 (엑스포’70 기념공원),55
아메리카무라,나가이 얀마스타디움,29
아메리카무라,간사이 공항,52
아메리카무라,린쿠프리미엄아웃렛,56
아메리카무라,Hep Five,17
아메리카무라,기시와다성,48
아메리카무라,국립국제미술관,17
아메리카무라,다카시마야 오사카점,9
아메리카무라,우쓰보 공원,12
아메리카무라,국립문락극장,13
아메리카무라,우메다 공중정원,25
아메리카무라,오사카 성 공원,33
아메리카무라,오사카 성 천수각,35
아메리카무라,덴시바,21
아메리카무라,오사카시립 나가이 식물원,31
아메리카무라,소라니와 온천 오사카베이타워,25
아메리카무라,오사카 과학기술관,13
아메리카무라,태양의 탑,54
아메리카무라,오사카시 중앙공회당,17
아메리카무라,Diamor 오사카(지하),17
아메리카무라,오사카 국제공항,38
아메리카무라,메이드리밍 오사카 난바점,14
키즈프라자 오사카,도톤보리,18
키즈프라자 오사카,오사카 성,27
키즈프라자 오사카,아키바 카트 오사카,22
키즈프라자 오사카,오사카 역사 박물관,16
키즈프라자 오사카,우메다 스카이빌딩,18
키즈프라자 오사카,에비스 다리,21
키즈프라자 오사카,하루카스 300,26
키즈프라자 오사카,유니버셜 스튜디오 재팬,19
키즈프라자 오사카,신사이바시스지 상점가,21
키즈프라자 오사카,아베노 하루카스,25
키즈프라자 오사카,헵파이브 대관람차,15
키즈프라자 오사카,오사카 시립 주택 박물관,9
키즈프라자 오사카,덴포잔 대관람차,29
키즈프라자 오사카,구로몬시장,15
키즈프라자 오사카,신세카이 혼도리 상점가,19
키즈프라자 오사카,쓰텐카쿠,18
키즈프라자 오사카,덴덴타운 닛폰바시전기가,19
키즈프라자 오사카,신우메다 시티,19
키즈프라자 오사카,도톤보리 글리코 사인,21
키즈프라자 오사카,톤보리 리버 크류즈,20
키즈프라자 오사카,스파월드,19
키즈프라자 오사카,그랜드 프론트 오사카,10
키즈프라자 오사카,오사카 스테이션 시티,8
키즈프라자 오사카,해유관,32
키즈프라자 오사카,덴포잔 하버 빌리지,31
키즈프라자 오사카,오사카 이쿠노 코리아타운,33
키즈프라자 오사카,덴노지동물원,25
키즈프라자 오사카,모마 사쿠라노미야 공원,9
키즈프라자 오사카,조폐박물관,20
키즈프라자 오사카,시텐노지,24
키즈프라자 오사카,Hozenji Yokocho,18
키즈프라자 오사카,더 심포니홀,19
키즈프라자 오사카,오사카 텐만구 신사,8
키즈프라자 오사카,천연 노천온천 스파 스미노에,47
키즈프라자 오사카,스미요시 타이샤,37
키즈프라자 오사카,텐로쿠 상점가 진흥조합 사무소,9
키즈프라자 오사카,일본민가취락박물관,45
키즈프라자 오사카,난바 시티 본관,21
키즈프라자 오사카,나가이 공원,31
키즈프라자 오사카,아메리카무라,22
키즈프라자 오사카,난바 파크스,23
키즈프라자 오사카,다이마루 백화점 신사이바시점,18
키즈프라자 오사카,나카노시마 장미 정원,10
키즈프라자 오사카,호젠지,18
키즈프라자 오사카,오사카 부 사키시마청사 전망대,39
키즈프라자 오사카,센니치마에 도구야스지 상점가,27
키즈프라자 오사카,오사카 컵라면박물관,43
키즈프라자 오사카,니시노마루 정원,23
키즈프라자 오사카,한큐백화점,10
키즈프라자 오사카,돈키호테 도톤보리점,20
키즈프라자 오사카,교세라 돔 오사카,26
키즈프라자 오사카,타카무라 와인 & 커피 로스터스,27
키즈프라자 오사카,ABENO HARUKAS Art Museum,31
키즈프라자 오사카,레고랜드 디스커버리센터 오사카,33
키즈프라자 오사카,한큐 3번가,11
키즈프라자 오사카,오사카 수상버스 아쿠아라이너,14
키즈프라자 오사카,Takimikoji,18
키즈프라자 오사카,천연온천 나니와노유,12
키즈프라자 오사카,요시모토 난바그랜드카게쓰 극장,19
키즈프라자 오사카,난바 워크,16
키즈프라자 오사카,반파쿠기넨코엔 (엑스포’70 기념공원),47
키즈프라자 오사카,나가이 얀마스타디움,36
키즈프라자 오사카,간사이 공항,66
키즈프라자 오사카,린쿠프리미엄아웃렛,70
키즈프라자 오사카,Hep Five,12
키즈프라자 오사카,기시와다성,29
키즈프라자 오사카,국립국제미술관,23
키즈프라자 오사카,다카시마야 오사카점,20
키즈프라자 오사카,우쓰보 공원,21
키즈프라자 오사카,국립문락극장,15
키즈프라자 오사카,우메다 공중정원,18
키즈프라자 오사카,오사카 성 공원,27
키즈프라자 오사카,오사카 성 천수각,29
키즈프라자 오사카,덴시바,21
키즈프라자 오사카,오사카시립 나가이 식물원,38
키즈프라자 오사카,소라니와 온천 오사카베이타워,23
키즈프라자 오사카,오사카 과학기술관,23
키즈프라자 오사카,태양의 탑,48
키즈프라자 오사카,오사카시 중앙공회당,14
키즈프라자 오사카,Diamor 오사카(지하),11
키즈프라자 오사카,오사카 국제공항,44
키즈프라자 오사카,메이드리밍 오사카 난바점,21
난바 파크스,도톤보리,0
난바 파크스,오사카 성,36
난바 파크스,아키바 카트 오사카,0
난바 파크스,오사카 역사 박물관,23
난바 파크스,우메다 스카이빌딩,26
난바 파크스,에비스 다리,0
난바 파크스,하루카스 300,15
난바 파크스,유니버셜 스튜디오 재팬,29
난바 파크스,신사이바시스지 상점가,0
난바 파크스,아베노 하루카스,13
난바 파크스,헵파이브 대관람차,20
난바 파크스,오사카 시립 주택 박물관,24
난바 파크스,덴포잔 대관람차,33
난바 파크스,구로몬시장,0
난바 파크스,신세카이 혼도리 상점가,14
난바 파크스,쓰텐카쿠,13
난바 파크스,덴덴타운 닛폰바시전기가,0
난바 파크스,신우메다 시티,27
난바 파크스,도톤보리 글리코 사인,0
난바 파크스,톤보리 리버 크류즈,0
난바 파크스,스파월드,12
난바 파크스,그랜드 프론트 오사카,18
난바 파크스,오사카 스테이션 시티,16
난바 파크스,해유관,36
난바 파크스,덴포잔 하버 빌리지,35
난바 파크스,오사카 이쿠노 코리아타운,27
난바 파크스,덴노지동물원,17
난바 파크스,모마 사쿠라노미야 공원,32
난바 파크스,조폐박물관,30
난바 파크스,시텐노지,20
난바 파크스,Hozenji Yokocho,9
난바 파크스,더 심포니홀,31
난바 파크스,오사카 텐만구 신사,20
난바 파크스,천연 노천온천 스파 스미노에,33
난바 파크스,스미요시 타이샤,16
난바 파크스,텐로쿠 상점가 진흥조합 사무소,26
난바 파크스,일본민가취락박물관,15
난바 파크스,난바 시티 본관,0
난바 파크스,나가이 공원,20
난바 파크스,아메리카무라,11
난바 파크스,키즈프라자 오사카,21
난바 파크스,다이마루 백화점 신사이바시점,8
난바 파크스,나카노시마 장미 정원,11
난바 파크스,호젠지,9
난바 파크스,오사카 부 사키시마청사 전망대,40
난바 파크스,센니치마에 도구야스지 상점가,0
난바 파크스,오사카 컵라면박물관,52
난바 파크스,니시노마루 정원,30
난바 파크스,한큐백화점,16
난바 파크스,돈키호테 도톤보리점,0
난바 파크스,교세라 돔 오사카,18
난바 파크스,타카무라 와인 & 커피 로스터스,16
난바 파크스,ABENO HARUKAS Art Museum,18
난바 파크스,레고랜드 디스커버리센터 오사카,34
난바 파크스,한큐 3번가,18
난바 파크스,오사카 수상버스 아쿠아라이너,27
난바 파크스,Takimikoji,27
난바 파크스,천연온천 나니와노유,28
난바 파크스,요시모토 난바그랜드카게쓰 극장,0
난바 파크스,난바 워크,0
난바 파크스,반파쿠기넨코엔 (엑스포’70 기념공원),29
난바 파크스,나가이 얀마스타디움,52
난바 파크스,간사이 공항,41
난바 파크스,린쿠프리미엄아웃렛,45
난바 파크스,Hep Five,18
난바 파크스,기시와다성,37
난바 파크스,국립국제미술관,22
난바 파크스,다카시마야 오사카점,0
난바 파크스,우쓰보 공원,16
난바 파크스,국립문락극장,11
난바 파크스,우메다 공중정원,26
난바 파크스,오사카 성 공원,34
난바 파크스,오사카 성 천수각,36
난바 파크스,덴시바,16
난바 파크스,오사카시립 나가이 식물원,27
난바 파크스,소라니와 온천 오사카베이타워,21
난바 파크스,오사카 과학기술관,17
난바 파크스,태양의 탑,57
난바 파크스,오사카시 중앙공회당,18
난바 파크스,Diamor 오사카(지하),19
난바 파크스,오사카 국제공항,29
난바 파크스,메이드리밍 오사카 난바점,0
다이마루 백화점 신사이바시점,도톤보리,0
다이마루 백화점 신사이바시점,오사카 성,31
다이마루 백화점 신사이바시점,아키바 카트 오사카,17
다이마루 백화점 신사이바시점,오사카 역사 박물관,19
다이마루 백화점 신사이바시점,우메다 스카이빌딩,22
다이마루 백화점 신사이바시점,에비스 다리,0
다이마루 백화점 신사이바시점,하루카스 300,15
다이마루 백화점 신사이바시점,유니버셜 스튜디오 재팬,33
다이마루 백화점 신사이바시점,신사이바시스지 상점가,0
다이마루 백화점 신사이바시점,아베노 하루카스,14
다이마루 백화점 신사이바시점,헵파이브 대관람차,16
다이마루 백화점 신사이바시점,오사카 시립 주택 박물관,19
다이마루 백화점 신사이바시점,덴포잔 대관람차,28
다이마루 백화점 신사이바시점,구로몬시장,12
다이마루 백화점 신사이바시점,신세카이 혼도리 상점가,16
다이마루 백화점 신사이바시점,쓰텐카쿠,15
다이마루 백화점 신사이바시점,덴덴타운 닛폰바시전기가,16
다이마루 백화점 신사이바시점,신우메다 시티,23
다이마루 백화점 신사이바시점,도톤보리 글리코 사인,0
다이마루 백화점 신사이바시점,톤보리 리버 크류즈,0
다이마루 백화점 신사이바시점,스파월드,12
다이마루 백화점 신사이바시점,그랜드 프론트 오사카,14
다이마루 백화점 신사이바시점,오사카 스테이션 시티,12
다이마루 백화점 신사이바시점,해유관,31
다이마루 백화점 신사이바시점,덴포잔 하버 빌리지,30
다이마루 백화점 신사이바시점,오사카 이쿠노 코리아타운,26
다이마루 백화점 신사이바시점,덴노지동물원,17
다이마루 백화점 신사이바시점,모마 사쿠라노미야 공원,26
다이마루 백화점 신사이바시점,조폐박물관,28
다이마루 백화점 신사이바시점,시텐노지,24
다이마루 백화점 신사이바시점,Hozenji Yokocho,0
다이마루 백화점 신사이바시점,더 심포니홀,29
다이마루 백화점 신사이바시점,오사카 텐만구 신사,18
다이마루 백화점 신사이바시점,천연 노천온천 스파 스미노에,30
다이마루 백화점 신사이바시점,스미요시 타이샤,22
다이마루 백화점 신사이바시점,텐로쿠 상점가 진흥조합 사무소,20
다이마루 백화점 신사이바시점,일본민가취락박물관,41
다이마루 백화점 신사이바시점,난바 시티 본관,7
다이마루 백화점 신사이바시점,나가이 공원,20
다이마루 백화점 신사이바시점,아메리카무라,0
다이마루 백화점 신사이바시점,키즈프라자 오사카,18
다이마루 백화점 신사이바시점,난바 파크스,8
다이마루 백화점 신사이바시점,나카노시마 장미 정원,15
다이마루 백화점 신사이바시점,호젠지,0
다이마루 백화점 신사이바시점,오사카 부 사키시마청사 전망대,35
다이마루 백화점 신사이바시점,센니치마에 도구야스지 상점가,10
다이마루 백화점 신사이바시점,오사카 컵라면박물관,44
다이마루 백화점 신사이바시점,니시노마루 정원,26
다이마루 백화점 신사이바시점,한큐백화점,12
다이마루 백화점 신사이바시점,돈키호테 도톤보리점,0
다이마루 백화점 신사이바시점,교세라 돔 오사카,16
다이마루 백화점 신사이바시점,타카무라 와인 & 커피 로스터스,22
다이마루 백화점 신사이바시점,ABENO HARUKAS Art Museum,18
다이마루 백화점 신사이바시점,레고랜드 디스커버리센터 오사카,30
다이마루 백화점 신사이바시점,한큐 3번가,14
다이마루 백화점 신사이바시점,오사카 수상버스 아쿠아라이너,24
다이마루 백화점 신사이바시점,Takimikoji,23
다이마루 백화점 신사이바시점,천연온천 나니와노유,24
다이마루 백화점 신사이바시점,요시모토 난바그랜드카게쓰 극장,9
다이마루 백화점 신사이바시점,난바 워크,7
다이마루 백화점 신사이바시점,반파쿠기넨코엔 (엑스포’70 기념공원),52
다이마루 백화점 신사이바시점,나가이 얀마스타디움,25
다이마루 백화점 신사이바시점,간사이 공항,53
다이마루 백화점 신사이바시점,린쿠프리미엄아웃렛,61
다이마루 백화점 신사이바시점,Hep Five,14
다이마루 백화점 신사이바시점,기시와다성,46
다이마루 백화점 신사이바시점,국립국제미술관,19
다이마루 백화점 신사이바시점,다카시마야 오사카점,6
다이마루 백화점 신사이바시점,우쓰보 공원,13
다이마루 백화점 신사이바시점,국립문락극장,12
다이마루 백화점 신사이바시점,우메다 공중정원,22
다이마루 백화점 신사이바시점,오사카 성 공원,29
다이마루 백화점 신사이바시점,오사카 성 천수각,31
다이마루 백화점 신사이바시점,덴시바,12
다이마루 백화점 신사이바시점,오사카시립 나가이 식물원,27
다이마루 백화점 신사이바시점,소라니와 온천 오사카베이타워,24
다이마루 백화점 신사이바시점,오사카 과학기술관,14
다이마루 백화점 신사이바시점,태양의 탑,53
다이마루 백화점 신사이바시점,오사카시 중앙공회당,14
다이마루 백화점 신사이바시점,Diamor 오사카(지하),15
다이마루 백화점 신사이바시점,오사카 국제공항,36
다이마루 백화점 신사이바시점,메이드리밍 오사카 난바점,11
나카노시마 장미 정원,도톤보리,15
나카노시마 장미 정원,오사카 성,29
나카노시마 장미 정원,아키바 카트 오사카,19
나카노시마 장미 정원,오사카 역사 박물관,19
나카노시마 장미 정원,우메다 스카이빌딩,24
나카노시마 장미 정원,에비스 다리,18
나카노시마 장미 정원,하루카스 300,22
나카노시마 장미 정원,유니버셜 스튜디오 재팬,38
나카노시마 장미 정원,신사이바시스지 상점가,17
나카노시마 장미 정원,아베노 하루카스,21
나카노시마 장미 정원,헵파이브 대관람차,18
나카노시마 장미 정원,오사카 시립 주택 박물관,12
나카노시마 장미 정원,덴포잔 대관람차,26
나카노시마 장미 정원,구로몬시장,12
나카노시마 장미 정원,신세카이 혼도리 상점가,16
나카노시마 장미 정원,쓰텐카쿠,15
나카노시마 장미 정원,덴덴타운 닛폰바시전기가,16
나카노시마 장미 정원,신우메다 시티,25
나카노시마 장미 정원,도톤보리 글리코 사인,18
나카노시마 장미 정원,톤보리 리버 크류즈,17
나카노시마 장미 정원,스파월드,16
나카노시마 장미 정원,그랜드 프론트 오사카,16
나카노시마 장미 정원,오사카 스테이션 시티,14
나카노시마 장미 정원,해유관,29
나카노시마 장미 정원,덴포잔 하버 빌리지,28
나카노시마 장미 정원,오사카 이쿠노 코리아타운,29
나카노시마 장미 정원,덴노지동물원,22
나카노시마 장미 정원,모마 사쿠라노미야 공원,22
나카노시마 장미 정원,조폐박물관,18
나카노시마 장미 정원,시텐노지,24
나카노시마 장미 정원,Hozenji Yokocho,15
나카노시마 장미 정원,더 심포니홀,31
나카노시마 장미 정원,오사카 텐만구 신사,0
나카노시마 장미 정원,천연 노천온천 스파 스미노에,40
나카노시마 장미 정원,스미요시 타이샤,32
나카노시마 장미 정원,텐로쿠 상점가 진흥조합 사무소,12
나카노시마 장미 정원,일본민가취락박물관,43
나카노시마 장미 정원,난바 시티 본관,17
나카노시마 장미 정원,나가이 공원,30
나카노시마 장미 정원,아메리카무라,17
나카노시마 장미 정원,키즈프라자 오사카,0
나카노시마 장미 정원,난바 파크스,18
나카노시마 장미 정원,다이마루 백화점 신사이바시점,14
나카노시마 장미 정원,호젠지,15
나카노시마 장미 정원,오사카 부 사키시마청사 전망대,34
나카노시마 장미 정원,센니치마에 도구야스지 상점가,17
나카노시마 장미 정원,오사카 컵라면박물관,50
나카노시마 장미 정원,니시노마루 정원,22
나카노시마 장미 정원,한큐백화점,14
나카노시마 장미 정원,돈키호테 도톤보리점,17
나카노시마 장미 정원,교세라 돔 오사카,25
나카노시마 장미 정원,타카무라 와인 & 커피 로스터스,16
나카노시마 장미 정원,ABENO HARUKAS Art Museum,26
나카노시마 장미 정원,레고랜드 디스커버리센터 오사카,28
나카노시마 장미 정원,한큐 3번가,16
나카노시마 장미 정원,오사카 수상버스 아쿠아라이너,21
나카노시마 장미 정원,Takimikoji,25
나카노시마 장미 정원,천연온천 나니와노유,16
나카노시마 장미 정원,요시모토 난바그랜드카게쓰 극장,16
나카노시마 장미 정원,난바 워크,13
나카노시마 장미 정원,반파쿠기넨코엔 (엑스포’70 기념공원),50
나카노시마 장미 정원,나가이 얀마스타디움,35
나카노시마 장미 정원,간사이 공항,62
나카노시마 장미 정원,린쿠프리미엄아웃렛,66
나카노시마 장미 정원,Hep Five,16
나카노시마 장미 정원,기시와다성,58
나카노시마 장미 정원,국립국제미술관,16
나카노시마 장미 정원,다카시마야 오사카점,16
나카노시마 장미 정원,우쓰보 공원,17
나카노시마 장미 정원,국립문락극장,12
나카노시마 장미 정원,우메다 공중정원,24
나카노시마 장미 정원,오사카 성 공원,26
나카노시마 장미 정원,오사카 성 천수각,28
나카노시마 장미 정원,덴시바,23
나카노시마 장미 정원,오사카시립 나가이 식물원,37
나카노시마 장미 정원,소라니와 온천 오사카베이타워,23
나카노시마 장미 정원,오사카 과학기술관,17
나카노시마 장미 정원,태양의 탑,51
나카노시마 장미 정원,오사카시 중앙공회당,0
나카노시마 장미 정원,Diamor 오사카(지하),15
나카노시마 장미 정원,오사카 국제공항,46
나카노시마 장미 정원,메이드리밍 오사카 난바점,18
호젠지,도톤보리,0
호젠지,오사카 성,34
호젠지,아키바 카트 오사카,15
호젠지,오사카 역사 박물관,26
호젠지,우메다 스카이빌딩,26
호젠지,에비스 다리,0
호젠지,하루카스 300,15
호젠지,유니버셜 스튜디오 재팬,28
호젠지,신사이바시스지 상점가,0
호젠지,아베노 하루카스,14
호젠지,헵파이브 대관람차,20
호젠지,오사카 시립 주택 박물관,19
호젠지,덴포잔 대관람차,33
호젠지,구로몬시장,8
호젠지,신세카이 혼도리 상점가,13
호젠지,쓰텐카쿠,12
호젠지,덴덴타운 닛폰바시전기가,13
호젠지,신우메다 시티,27
호젠지,도톤보리 글리코 사인,0
호젠지,톤보리 리버 크류즈,0
호젠지,스파월드,12
호젠지,그랜드 프론트 오사카,18
호젠지,오사카 스테이션 시티,16
호젠지,해유관,33
호젠지,덴포잔 하버 빌리지,32
호젠지,오사카 이쿠노 코리아타운,23
호젠지,덴노지동물원,17
호젠지,모마 사쿠라노미야 공원,30
호젠지,조폐박물관,28
호젠지,시텐노지,20
호젠지,Hozenji Yokocho,0
호젠지,더 심포니홀,32
호젠지,오사카 텐만구 신사,17
호젠지,천연 노천온천 스파 스미노에,30
호젠지,스미요시 타이샤,22
호젠지,텐로쿠 상점가 진흥조합 사무소,19
호젠지,일본민가취락박물관,45
호젠지,난바 시티 본관,0
호젠지,나가이 공원,20
호젠지,아메리카무라,0
호젠지,키즈프라자 오사카,17
호젠지,난바 파크스,0
호젠지,다이마루 백화점 신사이바시점,0
호젠지,나카노시마 장미 정원,14
호젠지,오사카 부 사키시마청사 전망대,38
호젠지,센니치마에 도구야스지 상점가,0
호젠지,오사카 컵라면박물관,48
호젠지,니시노마루 정원,27
호젠지,한큐백화점,16
호젠지,돈키호테 도톤보리점,0
호젠지,교세라 돔 오사카,14
호젠지,타카무라 와인 & 커피 로스터스,23
호젠지,ABENO HARUKAS Art Museum,18
호젠지,레고랜드 디스커버리센터 오사카,33
호젠지,한큐 3번가,18
호젠지,오사카 수상버스 아쿠아라이너,23
호젠지,Takimikoji,27
호젠지,천연온천 나니와노유,23
호젠지,요시모토 난바그랜드카게쓰 극장,0
호젠지,난바 워크,0
호젠지,반파쿠기넨코엔 (엑스포’70 기념공원),59
호젠지,나가이 얀마스타디움,29
호젠지,간사이 공항,49
호젠지,린쿠프리미엄아웃렛,55
호젠지,Hep Five,18
호젠지,기시와다성,43
호젠지,국립국제미술관,21
호젠지,다카시마야 오사카점,0
호젠지,우쓰보 공원,16
호젠지,국립문락극장,6
호젠지,우메다 공중정원,26
호젠지,오사카 성 공원,32
호젠지,오사카 성 천수각,34
호젠지,덴시바,16
호젠지,오사카시립 나가이 식물원,27
호젠지,소라니와 온천 오사카베이타워,29
호젠지,오사카 과학기술관,17
호젠지,태양의 탑,57
호젠지,오사카시 중앙공회당,18
호젠지,Diamor 오사카(지하),19
호젠지,오사카 국제공항,33
호젠지,메이드리밍 오사카 난바점,0
오사카 부 사키시마청사 전망대,도톤보리,36
오사카 부 사키시마청사 전망대,오사카 성,45
오사카 부 사키시마청사 전망대,아키바 카트 오사카,40
오사카 부 사키시마청사 전망대,오사카 역사 박물관,33
오사카 부 사키시마청사 전망대,우메다 스카이빌딩,42
오사카 부 사키시마청사 전망대,에비스 다리,36
오사카 부 사키시마청사 전망대,하루카스 300,35
오사카 부 사키시마청사 전망대,유니버셜 스튜디오 재팬,36
오사카 부 사키시마청사 전망대,신사이바시스지 상점가,38
오사카 부 사키시마청사 전망대,아베노 하루카스,33
오사카 부 사키시마청사 전망대,헵파이브 대관람차,39
오사카 부 사키시마청사 전망대,오사카 시립 주택 박물관,40
오사카 부 사키시마청사 전망대,덴포잔 대관람차,19
오사카 부 사키시마청사 전망대,구로몬시장,33
오사카 부 사키시마청사 전망대,신세카이 혼도리 상점가,35
오사카 부 사키시마청사 전망대,쓰텐카쿠,37
오사카 부 사키시마청사 전망대,덴덴타운 닛폰바시전기가,40
오사카 부 사키시마청사 전망대,신우메다 시티,45
오사카 부 사키시마청사 전망대,도톤보리 글리코 사인,36
오사카 부 사키시마청사 전망대,톤보리 리버 크류즈,39
오사카 부 사키시마청사 전망대,스파월드,33
오사카 부 사키시마청사 전망대,그랜드 프론트 오사카,36
오사카 부 사키시마청사 전망대,오사카 스테이션 시티,34
오사카 부 사키시마청사 전망대,해유관,22
오사카 부 사키시마청사 전망대,덴포잔 하버 빌리지,21
오사카 부 사키시마청사 전망대,오사카 이쿠노 코리아타운,51
오사카 부 사키시마청사 전망대,덴노지동물원,40
오사카 부 사키시마청사 전망대,모마 사쿠라노미야 공원,43
오사카 부 사키시마청사 전망대,조폐박물관,43
오사카 부 사키시마청사 전망대,시텐노지,42
오사카 부 사키시마청사 전망대,Hozenji Yokocho,36
오사카 부 사키시마청사 전망대,더 심포니홀,39
오사카 부 사키시마청사 전망대,오사카 텐만구 신사,35
오사카 부 사키시마청사 전망대,천연 노천온천 스파 스미노에,34
오사카 부 사키시마청사 전망대,스미요시 타이샤,46
오사카 부 사키시마청사 전망대,텐로쿠 상점가 진흥조합 사무소,37
오사카 부 사키시마청사 전망대,일본민가취락박물관,72
오사카 부 사키시마청사 전망대,난바 시티 본관,35
오사카 부 사키시마청사 전망대,나가이 공원,49
오사카 부 사키시마청사 전망대,아메리카무라,35
오사카 부 사키시마청사 전망대,키즈프라자 오사카,36
오사카 부 사키시마청사 전망대,난바 파크스,36
오사카 부 사키시마청사 전망대,다이마루 백화점 신사이바시점,32
오사카 부 사키시마청사 전망대,나카노시마 장미 정원,32
오사카 부 사키시마청사 전망대,호젠지,36
오사카 부 사키시마청사 전망대,센니치마에 도구야스지 상점가,38
오사카 부 사키시마청사 전망대,오사카 컵라면박물관,65
오사카 부 사키시마청사 전망대,니시노마루 정원,41
오사카 부 사키시마청사 전망대,한큐백화점,36
오사카 부 사키시마청사 전망대,돈키호테 도톤보리점,39
오사카 부 사키시마청사 전망대,교세라 돔 오사카,30
오사카 부 사키시마청사 전망대,타카무라 와인 & 커피 로스터스,33
오사카 부 사키시마청사 전망대,ABENO HARUKAS Art Museum,40
오사카 부 사키시마청사 전망대,레고랜드 디스커버리센터 오사카,21
오사카 부 사키시마청사 전망대,한큐 3번가,31
오사카 부 사키시마청사 전망대,오사카 수상버스 아쿠아라이너,47
오사카 부 사키시마청사 전망대,Takimikoji,44
오사카 부 사키시마청사 전망대,천연온천 나니와노유,41
오사카 부 사키시마청사 전망대,요시모토 난바그랜드카게쓰 극장,37
오사카 부 사키시마청사 전망대,난바 워크,34
오사카 부 사키시마청사 전망대,반파쿠기넨코엔 (엑스포’70 기념공원),35
오사카 부 사키시마청사 전망대,나가이 얀마스타디움,76
오사카 부 사키시마청사 전망대,간사이 공항,55
오사카 부 사키시마청사 전망대,린쿠프리미엄아웃렛,77
오사카 부 사키시마청사 전망대,Hep Five,36
오사카 부 사키시마청사 전망대,기시와다성,67
오사카 부 사키시마청사 전망대,국립국제미술관,40
오사카 부 사키시마청사 전망대,다카시마야 오사카점,40
오사카 부 사키시마청사 전망대,우쓰보 공원,34
오사카 부 사키시마청사 전망대,국립문락극장,33
오사카 부 사키시마청사 전망대,우메다 공중정원,42
오사카 부 사키시마청사 전망대,오사카 성 공원,43
오사카 부 사키시마청사 전망대,오사카 성 천수각,45
오사카 부 사키시마청사 전망대,덴시바,36
오사카 부 사키시마청사 전망대,오사카시립 나가이 식물원,56
오사카 부 사키시마청사 전망대,소라니와 온천 오사카베이타워,24
오사카 부 사키시마청사 전망대,오사카 과학기술관,31
오사카 부 사키시마청사 전망대,태양의 탑,77
오사카 부 사키시마청사 전망대,오사카시 중앙공회당,38
오사카 부 사키시마청사 전망대,Diamor 오사카(지하),35
오사카 부 사키시마청사 전망대,오사카 국제공항,63
